,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang,t_comments
0,4698487,83328543,2016-07-02,79477535,Diliana, Nous. avons. pass. un. tr. s. bon. moment. dans. cette. maison. unique. Tout. tait. tr. s. propre. Katy. nous. avait. accueillis. tr. s. chaleureusement. elle. a. t. tr. s. discr. te. et. en. m. me. temps. notre. disposition. jusqu. notre. d. part. Nous. avons. eu. tout. ce. dont. nous. avions. besoin. cuisine. super. bien. quip. e. divertissements. pour. les. enfants. patio. priv. et. tr. s. agr. able. Si. nous. revenons. Boston. nous. allons. nouveau. rester. chez. Katy. ,fr,We.have.Pass.a.tr.s.Well.moment.in.this.House.unique.All.tait.tr.s.own.Katy.we.had.welcomed.tr.s.warmly.she.at.t.tr.s.DISCR.you.and.in.m.me.time.our.arrangement.up.our.d.go.We.have.EU.all.this.of which.we.planes.need.food.Great.Good.who P.e.entertainment.for.the.Children.patio.private.and.tr.s.AGR.Able.If we.back.Boston.we.lets go.new.to stay.at the house of.Katy.
1,9235198,54398628,2015-11-19,40333411,Jorge Luis, Nos. recibi. a. mitad. de. la. noche. en. un. cuarto. acogedor. Pudo. ponernos. la. Televisi. n. y. el. Bluray. player. Carmela. y. Jared. son. buenos. anfitriones. amables. y. reservado. ,es,We received.to.half.from.the.night.in.a.bedroom.cozy.He could.put on.the.Televisi.n.Y.the.BlurayPlayer.CarmelaY.Jaredare.good.hostskindY.reserved.
2,9235198,79924205,2016-06-15,70209501,Valeria, Ci. siamo. trovate. molto. bene. a. casa. di. Carmela. La. stanza. molto. carina. e. situata. in. un. elegante. e. centrale. quartiere. di. Boston. Carmela. molto. gentile. e. pronta. ad. aiutarti. e. a. consigliarti. per. una. splendida. visita. della. citt. ,it,There.are.found.very.well.to.home.from.Carmela.The room.very.nice.And.Located.in.a.elegant.And.central.Neighborhood.from.Boston.Carmela.very.Kind.And.Ready.to.help you.And.to.Recommend.for.a.beautiful.visit.from the.City
3,4069422,21483166,2014-10-18,17122962,Gianluigi," Siamo. stati. molto. soddisfatti. dell. appartamento. che. pi. bello. che. in. foto. La. vista. magnifica. ed. arredato. molto. bene. L. accoglienza. stata. perfetta. con. anche. pick. up. in. aeroporto. ringraziamo. la. madre. di. Matthew. e. il. frigo. pieno. di. bevande. , La. zona. splendida. centrale. con. un. grande. parco. vicina. a. molti. punti. di. interesse. Tutto. ok. ci. ritorner. sicuramente. il. prossimo. anno. in. occasione. di. una. mia. prevista. visita. a. Boston",it,"Are.States.very.satisfied.Dell.apartment.that.Pi.Handsome.that.in.photo.The sight.Magnificent.and.furnished.very.well.L. Reception.was.Perfect.with.also.Pick.Up.in.airport.We thank.there.mother.from.Matthew.And.the.fridge.full.from.drinks., Area.beautiful.central.with.a.great.Park.Nearby.to.many.Points.from.interest.All.OK.there.Return.surely.the.next.year.in.occasion.from.a.my.Expected.visit.to.Boston"
4,10809,47236675,2015-09-16,28434125,İbrahim, we. like. big. house. thxx,af,we. like. big. house. thxx
5,10809,66854594,2016-03-25,4102169,Thomas," Wir. haben. nur. eine. Nacht. in. Boston. verbracht. Das. Farrington. Inn. ist. ein. tolles. altes. Haus. welches. wir. als. sehr. typisch. f. r. Boston. emfanden. Das. Haus. verf. gt. ber. eine. Lobby. und. diverse. R. ume. welche. vermietet. werden. Wir. hatten. ein. Zimmer. mit. K. che. Bad. und. zwei. gro. en. Betten. Betten. waren. sehr. gut. Das. ganze. Haus. hatte. einen. gewissen. Charme. aber. auch. seine. besten. Zeiten. schon. hinter. sich. In. unserem. Zimmer. gab. es. gro. e. Wasserflecken. ander. Decke. welche. von. einem. alten. Wasserschaden. stammten. Der. Duschkopf. fiel. uns. beim. Duschen. entgegen. und. auch. das. verschlie. en. der. alten. T. r. gestalltete. sich. mehr. als. schwierig. weil. dass. Schloss. defekt. war. Der. Vermieter. gab. zwar. sein. bestes. uns. zu. helfen. aber. auch. er. hatte. seine. Probleme. , Abschlie. end. kann. ich. sagen. f. r. eine. Nacht. ok. aber. f. r. mehr. leider. nicht. , . , Gru. aus. Berlin. , Thomas. Michaela",de,"We.to have.only.one.Night.in. Boston.spent.The.Farrington.Inn.is.one.Great.old one.House.which.weather.as.very.typical.f. r.Boston.Emerge.The.House.Author.Gt. Ber. One.Lobby.and.various.R. UME.Which.Rented.will.We.had.one.Room.With.K. Che.Bath.and.two.Great.EN.Beds.Beds.was.very.Well.The.whole.House.had.a.conscience.Charm.but.also.his.Best.Times.beautiful.Behind.himself.In.Our.Room.gave.it.Great.e.Water stains.at the.Ceiling.Which.from.One.Old.Water damage.came came.The.Shower head.fell.US.at the.Take a shower.opposite.and.also.that. Close.EN.the.Old.T. R.Stalted.himself.more.as.difficult.because.that. closed.malfunction.was.The.Landlord.gave.that is.being.Best.US.to.help.but.also.he.had.his.Problems., Coming.end.can.I.to say.f. r.one.Night.OK.but.f. r.more.Unfortunately.not.,., Gru. Out.Berlin., Thomas.Michaela"
6,210097,12390904,2014-05-01,10847834,Christine, Die. kleine. liebevoll. eingerichtete. Wohnung. f. r. 2. Personen. v. llig. ausreichend. mit. eigenem. Bad. und. K. chenzeile. war. f. r. uns. der. ideale. Ausgangspunkt. um. Boston. zu. erkunden. Die. Wohnung. im. Dachgescho. ist. ber. das. seperate. Treppenhaus. erreichbar. Die. wenigen. Minuten. zur. U. Bahn. der. gegen. ber. liegende. Bioladen. mit. stets. frischem. und. vielf. ltigen. Kaffeeausschank. und. sehr. leckerem. Baguette. die. kleinen. Lebensmittelgesch. fte. und. Restaurants. die. zu. Fu. leicht. erreichbar. sind. machen. Jamaica. Plain. mit. seinen. typischen. Holzh. usern. zu. einem. attraktiven. freundlichen. Viertel. Abends. mussten. wir. teilweise. zweimal. um. den. Block. fahren. um. unser. Auto. parken. zu. k. nnen. f. r. die. Stadt. braucht. man. kein. Auto. ,de,The.small.lovingly.Furnished.Apartment.f. r.2 persons.v.Lig.sufficient.With.own.Bath.and.K. Chenzeile.was.f. r.US.the.Ideal.Starting point.around.Boston.to.explore.The.Apartment.in the.Roofed roof.is.Ber. That. Separate.Staircase.available.The.Few.Minutes.to the.Subway.the.against.Ber.BioLaden.With.always.Fresh.and.Mauf.to.Coffee cutan.and.very.Delicious.Baguette.the.Small.Food floor.FTE.and.Restaurants.the.to.FU.easy.available.are.do.Jamaica.Plain.With.his.typical.Wooden.Usern.to.One.Attractive.Friendly.Quarter.In the evening.had to.weather.partial.twice.around.the.Block.drive.around.our.Automobile.park.to.k.n.f. r.the.City.needs.Man.no.Automobile.
7,210097,34400776,2015-06-08,27109801,Letty, El. espacio. del. cuarto. y. su. total. independencia. lo. hicieron. muy. agradable. Un. cuarto. muy. completo. y. nos. hizo. sentir. que. estabamos. como. en. casa. ,es,Space.of.bedroom.Y.his.total.independence.it.they made.very.nice.A.bedroom.very.full.Y.us.made.feel.that.We were.What.in.House.
8,1141888,6755481,2013-08-24,7064470,Stephanie," nous. avons. pass. 3. jours. chez. Katie. l. appartement. est. tr. s. agr. able. et. a. l. avantage. d. avoir. sa. propre. porte. ext. rieure. qui. permet. une. grande. intimit. il. est. bien. situe. nous. avons. pu. nous. balader. a. pied. jusqu. au. c. ur. de. la. ville. c. est. tr. s. agr. able. de. longer. la. rivi. re. Boston. est. une. tr. s. jolie. ville. , C. tait. notre. premi. re. exp. rience. airbnb. et. nous. sommes. tr. s. satisfait. ",fr,"we.have.Pass.3 days.at the house of.Katie.L.apartment.is.tr.s.AGR.Able.and.at.L.advantage.d.to have.her.own.gate.ext..Who.allow.a.big.intimite.he.is.Good.located.we.have.could.we.Balader.at.foot.up.to.vs.ur.of.the.city.vs.is.tr.s.AGR.Able.of.Longer.the.RIVI.D.Boston.is.a.tr.s.pretty one.city., C. Tait.our.first.D.EXP.riches.Airbnb.and.we.are.tr.s.satisfied."
9,1141888,53151401,2015-11-05,28647501,Lyda, De. ontavngst. was. prima. door. Katie. en. de. wijk. is. ok. Ik. heb. de. verkeerde. keuze. gemaakt. want. de. studio. bleek. een. slaapkamer. in. een. studentenhuis. te. zijn. Dus. delen. van. geluid. keuken. gebrkkige. hygiene. etc. Het. uitzicht. op. een. achterplaats. is. nit. geweldig. Het. bed. was. prima. en. dat. is. dan. plek. om. te. eten. te. lezen. en. alles. want. andere. voorzieningen. zijn. er. niet. in. de. kamer. niet. geschikt. dus. en. veel. te. duur. in. relatie. tot. de. kwaliteit,nl,The.Suspension.used to be.fine.by means of.Katie.and.the.neighbourhood.is.OK.I.have got.the.wrong.choise.created.Because.the.studio.pale.a.bedroom.in.a.Student house.at.are.So.parts.by.sound.kitchen.Drying.hygiene.etc. it.prospect.on.a.Backyard.is.NIT.awesome.It.bed.used to be.fine.and.Which.is.then.place.to.at.food.at.read.and.everything.Because.Others.Services.are.there.not.in.the.room.not.fit.So.and.a lot.at.duration.in.relation.until.the.quality
10,1141888,75176764,2016-05-19,63896968,Tendance," Notre. h. te. a. une. bonne. communication. La. chambre. est. conforme. la. description. Ce. que. nous. avons. aim. , . l. ind. pendance. de. la. chambre. avec. son. entr. e. individuelle. , . les. prestations. possibilit. de. se. faire. un. caf. le. matin. et. d. co. simple. et. minimaliste. , . la. situation. g. ographique. situ. e. proximit. du. centre. 10. minutes. en. m. tro. le. m. tro. est. juste. cot. des. lignes. de. bus. qui. permettent. d. atteindre. d. autres. quartiers. directement. MIT. Harvard. d. autres. peuvent. se. visiter. directement. pieds. Back. Bay. ",fr,"Our.h.you.at.a.good.communication.Bedroom.is.compliant.the.description.This.than.we.have.AIM.,.L.ind.pendant.of.the.bedroom.with.his.ENTR.e.Individual.,.the.benefits.POSSIBILIT.of.SE.To do.a.Caf.the.morning.and.d.co.simple.and.minimalist.,.the.situation.g.Ographic.if you.e.Proximity.from.center.10. Minutes.in.m.Tro.the.m.Tro.is.correct.Cot.from.lines.of.bus.Who.allow.d.to reach.d.others.neighborhoods.directly.Mit.Harvard.d.others.can.SE.to visit.directly.feet.Back.Bay."
11,5870922,74311609,2016-05-14,67732658,Eugenio, excelente. atenci. n. excelente. ubicaci. n,es,Excellent.Atenci.n.Excellent.ubicaci.n
12,9862792,66415187,2016-03-22,21047536,Dolors, Estuvimos. un. par. de. dias. en. el. apartamento. de. Kyle. y. disfrutamos. much. simo. durante. la. estancia. bien. situada. para. ver. Boston. con. un. parking. cerca. muy. limpia. y. acogedora. Muy. recomendable. desde. todos. los. puntos. de. vista. ,es,We were.a.pair.from.days.in.the.apartment.from.Kyle.Y.We enjoy.MuchSIMOduring.the.stay.good.Located.for.see.Boston.with.a.parking.near.very.clean.Y.Cozy.Very.recommendable.from.everybody.the.points.from.view.
13,9862792,80260470,2016-06-17,45559124,Keiichi, . web. ,ja,. web.
14,10995355,63987461,2016-02-28,59839623,Mathieu," Nous. avons. pu. s. journer. pendant. un. week. end. dans. l. appartement. de. Gael. Etienne. cet. appartement. est. tr. s. bien. situ. proche. du. m. tro. et. nous. a. permis. de. profiter. de. la. ville. en. tant. proche. du. centre. ville. et. de. commerces. Il. se. trouve. tr. s. proche. de. luniversit. Northeastern. , L. appartement. est. bien. repr. sent. par. les. images. post. es. sur. l. annonce. On. peut. y. vivre. facilement. deux. pour. un. week. end. Gael. a. su. se. rendre. disponible. pour. nous. accueullir. et. venir. faire. le. check. out. en. fin. de. journ. e. le. dimanche. , La. cuisine. est. bein. quip. le. lit. confortable. et. il. se. trouve. des. emplacements. payants. publics. dans. la. rue. derri. re. mais. il. y. a. des. emplacements. libres. la. plupart. du. temps. , Wifi. fonctionne. tr. s. bien. , Pour. mon. prochain. voyage. Boston. je. penserais. recontacter. Gael. Etienne. pour. son. appartement. , . , ",fr,"We.have.could.s.Journer.during.a.Week.End.in.L.apartment.of.Gael.Etienne.this.apartment.is.tr.s.Good.if you.close.from.m.Tro.and.we.at.permit.of.take advantage.of.the.city.in.so much.close.from.center.city.and.of.businesses.He.SE.find.tr.s.close.of.Luniversit.Northeastern., L. apartment.is.Good.represent.feel.through.the.Images.post.es.on.L.announcement.We.can.y.to live.easily.of them.for.a.Week.End.Gael.at.su.SE.return.available.for.we.Accuollir.and.to come.To do.the.CHECK.OUT.in.end.of.Journal.e.the.Sunday., The kitchen.is.Bein.who P.the.bed.comfortable.and.he.SE.find.from.Locations.Paying.public.in.the.Street.Derri.D.corn.he.y.at.from.Locations.free.the.mostly.from.time., Wireless.works.tr.s.Good., For.my.next.trip.Boston.I.would think.re-contact.Gael.Etienne.for.his.apartment.,.,"
15,10995355,76075998,2016-05-24,53581395,Christelle, Tr. s. bon. accueil. Le. studio. est. spacieux. et. dans. un. quartier. calme. 100. m. du. m. tro. et. proche. du. centre. ville. Bel. emplacement. ,fr,Tr. S.Well.homepage.The.studio.is.spacious.and.in.a.piece.calmed down.100. m.from.m.Tro.and.close.from.center.city.Beltsite.
16,4432035,96599978,2016-08-23,87246288,Marie Agathe," Bon. s. jour. dans. l. ensemble. appartement. conforme. aux. photos. situ. dans. un. tr. s. bon. quartier. commerces. et. banques. proximit. , je. recommande. ce. URL. HIDDEN. est. clair. et. lumineux. le. quartier. est. calme. et. s. curis. M. gan. la. repr. sentante. de. notre. h. te. a. pris. r. guli. rement. de. nos. nouvelles. , j. avais. envoy. un. petit. cadeau. souvenir. pour. mon. h. te. et. sa. famille. je. n. ai. pas. pu. lui. remettre. , il. tait. en. cong. s. , . , . , . ",fr,"Good.s.day.in.L.together.apartment.compliant.to.Pictures.if you.in.a.tr.s.Well.piece.businesses.and.Banks.Proximity., I.recommended.this.URL.Hidden.is.light.and.luminous.the.piece.is.calmed down.and.s.Curis.Mr. Gan.the.represent..of.our.h.you.at.taken.r.Guli..of.NOS.news., j.had.sent.a.small.gift.memory.for.my.h.you.and.her.family.I.not.have.not.could.him.to put back., he.tait.in.Cong.s.,.,.,."
17,2963419,15879286,2014-07-17,17054457,예진," Lucia. , . , . lucia. Lucia. ",ko,Lucia...lucia.Lucia.
