,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang,t_comments
0,1178162,8372308,2013-10-28,8837991,Olga Maria, Mi. estad. a. en. Boston. aunque. corta. fue. muy. buena. la. habitaci. n. excelente. muy. limpia. y. ordenada. no. tuve. ning. n. inconveniente. dentro. de. la. casa. Si. vuelvo. a. Boston. volver. a. buscarlos. Gracias. ,es,Me.be.to.in.Boston.even if.short.it was.very.good.the.habitationn.Excellent.very.clean.Y.Orderno.I had.Ning.n.inconvenient.within.from.the.House.Yes.I come back.to.Boston.return.to.Search them.Thank you.
1,1178162,20020224,2014-09-22,18640669,Marie," La. maison. situ. e. dans. East. Boston. tait. sympathique. propre. et. non. loin. du. m. tro. arr. t. airport. de. la. blue. line. , La. cuisine. est. bien. quip. e. avec. lave. vaisselle. micro. ondes. cafeti. re. et. autres. , La. chambre. situ. e. en. sous. bassement. tait. propre. grande. avec. literie. confortable. et. des. rangements. , La. situation. de. la. chambre. ne. permet. pas. l. acc. s. des. personnes. mobilit. r. duite. escaliers. , Nous. avons. pass. 7. nuits. agr. ables. dans. un. quartier. plut. t. calme. ",fr,"The House.if you.e.in.East.Boston.tait.friendly.own.and.no.far.from.m.Tro.arr.t.Airport.of.the.Blue.Line., The kitchen.is.Good.who P.e.with.wash.washing up.microphone.waves.Cafeeti.D.and.others., Bedroom.if you.e.in.under.basic.tait.own.big.with.bedding.comfortable.and.from.Storage., The situation.of.the.bedroom.born.allow.not.L.ACC.s.from.people.MOBILIT.r.DUITED.stairs., We.have.Pass.7. Nights.AGR.Easy.in.a.piece.pleased.t.calmed down."
2,1178162,20513074,2014-09-30,5536373,Kimberley, De. kamer. wordt. verhuurd. via. een. self. check. in. systeem. Dat. betekent. dat. wij. tijdens. ons. verblijf. Izzy. niet. hebben. ontmoet. Het. systeem. werkte. prima. De. kamer. was. zoals. op. de. foto. alleen. het. bed. stond. nu. haaks. op. de. muur. Het. huis. bevindt. zich. in. een. Latijns. Amerikaanse. buurt. en. is. makkelijk. te. bereiken. vanaf. het. metrostation. Airport. Je. bent. binnen. een. paar. haltes. in. het. centrum. van. Boston. Het. enige. minpunt. aan. de. locatie. is. dat. je. altijd. de. metro. moet. gebruiken. en. niet. naar. het. centrum. kan. lopen. ,nl,The.room.is becoming.RENTED.through.a.Self.Check.in.system.That.means.Which.we.during the day.U.S.residence.Izzy.not.to have.meet.It.system.worked.fine.The.room.used to be.like.on.the.photo.only.the.bed.was standing.now.Angry.on.the.wall.It.House.Located.himself.in.a.Latin.American.neighbourhood.and.is.easy.at.to achieve.from.the.subway station.Airport.You.are.inside.a.couple.Stops.in.the.Centre.by.Boston.It.Some.Downside.at.the.Location.is.Which.you.always.the.subway.must.use.and.not.nasty.the.Centre.can.walk.
3,1178162,25051451,2015-01-05,24947394,Anna," Una. casa. muy. acogedora. muy. cerca. a. menos. de. 10. minutos. andando. de. la. parada. de. metro. donde. se. coge. el. bus. shuttle. gratis. por. cierto. que. va. al. aeropuerto. La. habitaci. n. estaba. limpia. con. su. neverita. calentita. espaciosa. y. adem. s. en. el. piso. de. abajo. con. lo. que. ten. amos. m. s. intimidad. , Izzy. no. estaba. pero. nos. facilit. toda. la. informaci. n. para. entrar. sin. problemas. , Esos. d. as. ten. a. 3. habitaciones. m. s. ocupadas. con. otros. hu. spedes. as. que. la. nica. pega. es. que. como. hay. un. solo. ba. o. hab. a. cola. para. ducharse. a. primera. hora. de. la. ma. ana. Todo. lo. dem. s. genial. ",es,"A.House.very.Cozy.very.near.to.less.from.10 minutes.Walking.from.the.stop.from.meter.where.I know.Take.the.busShuttle.free.for.certain.that.he.to the.airport.The.habitationn.I was.clean.with.his.NeveritawarmSpaciousY.In additions.in.the.floor.from.below.with.it.that.have.mastersm.s.privacy., Izzy.no.I was.but.us.Facilit.all.the.Informationn.for.get in.without.problems., Those.d.ace.have.to.3 rooms.m.s.Busywith.others.HuSpedes.ace.that.the.Nica.job.is.that.What.there are.a.only.BA.or.Hab.to.tail.for.get a shower.to.first.hour.from.the.MAAna.Everything.it.Dems.cool."
4,1178162,35239731,2015-06-16,33981202,Catherine, Izzy. nous. a. fait. sentir. tr. s. bien. d. s. notre. arriv. e. Il. nous. a. donn. des. informations. et. des. suggestions. sur. quoi. faire. et. o. manger. Nous. n. avons. manqu. de. rien. pendant. notre. s. jour. ,fr,IZZY.we.at.do.feel.tr.s.Good.d.s.our.arrivals.e.He.we.at.Data.from.information.and.from.Suggestions.on.what.To do.and.o.to eat.We.not.have.MISS.of.nothing.during.our.s.day.
5,1178162,38361181,2015-07-14,36396485,Julian, Muy. buena. ubicaci. n. si. se. viene. desde. el. aeropuerto. muy. cerca. al. centro. excelente. limpieza. es. una. experiencia. de. hotel. ,es,Very.good.locationn.Yes.I know.comes.from.the.airport.very.near.to the.center.Excellent.cleaning.is.a.experience.from.hotel.
6,1178162,40348222,2015-07-30,35788297,Gabriel," Nous. avons. bien. aimer. notre. s. jour. en. g. n. ral. Boston. est. une. super. belle. ville. et. l. emplacement. du. airbnb. tait. parfait. Malheureusement. Izzy. n. a. pas. t. pr. sent. notre. arriv. e. Nous. l. avons. pas. vu. du. tout. pendant. nos. deux. jours. , , La. chambre. tait. g. n. ralement. assez. propre. mais. nous. avons. du. changer. les. draps. Je. vous. conseil. d. apporter. vos. propre. draps. et. oreillers. , , Aucun. probl. me. aussi. avec. les. autres. airbnbers. ",fr,"We.have.Good.to like.our.s.day.in.g.not.RAL.Boston.is.a.Great.beautiful.city.and.L.site.from.Airbnb.tait.perfect.Sadly.IZZY.not.at.not.t.pr.feel.our.arrivals.e.We.L.have.not.seen.from.all.during.NOS.of them.days., , Bedroom.tait.g.not..enough.own.corn.we.have.from.change.the.Sheets.I.you.advice.d.to bring.your.own.Sheets.and.pillows., , Any.problem.me.Also.with.the.others.Airbnbers."
7,1178162,41141919,2015-08-04,39164055,Germain," S. jour. rapide. Boston. nous. ne. sommes. rest. s. qu. une. nuit. chez. Izzy. , La. chambre. tait. propre. de. m. me. que. les. espaces. communs. , Tr. s. bon. accueil. instructions. tr. s. claires. pour. acc. der. la. maison. et. la. chambre. , Ambiance. sympathique. avec. les. autres. locataires. Airbnb. , Localisation. proche. du. M. tro. Airport. pratique. pour. rejoindre. le. centre. et. pour. y. acc. der. depuis. l. a. roport. avec. la. navette. bleue. 1. station. , Nous. recommandons. vivement. ce. lieu. , Merci. encore. ",fr,"S. Day.fast.Boston.we.born.are.REST.s.that.a.night.at the house of.IZZY., Bedroom.tait.own.of.m.me.than.the.Spaces.common., Tr. S.Well.homepage.instructions.tr.s.Clear.for.ACC.der.the.House.and.the.bedroom., Atmosphere.friendly.with.the.others.Tenants.Airbnb., Location.close.from.Mr. Tro.Airport.convenient.for.to rejoin.the.center.and.for.y.ACC.der.since.L.at.ROPORT.with.the.shuttle bus.Blue.1. Station., We.recommend.strongly.this.place., Thank you.again."
8,1178162,41561154,2015-08-07,40441223,Lijing, . ,zh-cn,.
9,1178162,46121460,2015-09-08,33814203,Marie-Sophie, Izzy. aime. les. gens. et. a. transpara. t. Il. est. tr. s. accueillant. et. donne. de. tr. s. bonnes. indications. des. endroits. visiter. Boston. Comme. la. station. de. m. tro. Airport. est. situ. e. cinq. minutes. du. logement. nous. avons. pu. laisser. notre. voiture. stationn. e. toute. la. fin. de. semaine. C. est. vrai. il. y. a. beaucoup. de. voyageurs. chez. Izzy. mais. la. plupart. save. se. comporter. en. soci. t. Seul. b. mol. il. n. y. a. qu. une. salle. de. bain. pour. quatre. chambres. a. peut. cr. er. des. bouchons. certains. moments. dans. la. journ. e. ,fr,IZZY.love.the.people.and.at.transparent.t.He.is.tr.s.welcoming.and.given.of.tr.s.Good.Indications.from.places.to visit.Boston.Like.the.station.of.m.Tro.Airport.is.if you.e.five.minutes.from.lodging.we.have.could.let.our.car.stationn.e.all.the.end.of.week.It is.true.he.y.at.many.of.Travelers.at the house of.IZZY.corn.the.mostly.Save.SE.include.in.socio.t.Only.b.mol.he.not.y.at.that.a.room.of.bath.for.four.bedrooms.at.can.Cr.er.from.plugs.some.moments.in.the.Journal.e.
