,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang,t_comments
0,9382898,91918085,2016-08-07,7801033,Julian," Ziemlich. nah. am. Flughafen. also. super. f. r. Leute. die. nur. eine. Nacht. berbr. cken. wollen. Taxi. hat. ca. 10. 12. Dollar. gekostet. uber. auch. , Kleines. Zimmer. sauber. aber. nicht. mega. clean. Aber. absolut. ausreichend. , Eigenes. Bad. , Man. kann. die. K. che. und. den. Balkon. super. Blick. mitbenutzen. , Haben. den. Gastgeber. leider. nicht. pers. nlich. gesehen. , Waren. auch. nur. zum. schlafen. da. ",de,"Pretty much.close.at the airport.so.great.f. r.People.the.only.one.Night.Berbr.Cuck.want.Taxi.has.about 10th 12th dollars.Costed.over.also., Small.Room.clean.but.not.Mega.Clean.But.absolutely.sufficient., Own.Bath., Man.can.the.K. Che.and.the.Balcony.great.View.withdraw., Have.the.Host.Unfortunately.not.Person.seen., Was.also.only.to the.sleep.there."
1,1861070,12103964,2014-04-22,13326259,Frank," Ein. wundersch. nes. Haus. wie. ein. kleines. Museum. Eine. sehr. nette. Gastgeberin. Besser. geht. es. kaum. Und. ein. freundlicher. Mops. Ich. kann. es. nur. weiter. empfehlen. Joanne. ist. auch. eine. hervorragende. K. chin. Ich. habe. den. Aufenthalt. sehr. genossen. Allerdings. kann. der. April. in. Boston. noch. sehr. kalt. sein. Aber. am. Wetter. kann. auch. Joanne. nichts. ndern. , Alles. perfekt. und. wie. Loriot. schon. zu. sagen. pflegte. , . Ein. Leben. ohne. Mops. ist. m. glich. aber. sinnlos. ",de,"A.Beautiful.NES.House.how.one.Small.Museum.One.very.Nice.Hostess.Better.goes.it.barely.And.one.Friendly.Pug.I.can.it.only.further.recommend.Joanne.is.also.one.Excellent.K. Chin. I.have.the.Stay.very.enjoyed.However.can.the.April.in. Boston.still.very.cold.being.But.Am. Weather.can.also.Joanne.Nothing.Change., Everything.Perfect.and.how.Loriot.beautiful.to.to say.used.,.A.Life.without.Pug.is.M. pleased.but.Meanwhile."
2,6602167,77534445,2016-06-01,63670260,Qian," . 10. , ",zh-cn,". 10. ,"
3,6602167,86788514,2016-07-17,38609529,Oparin, Bastante. agradable. el. lugar. tiene. cerca. el. supermercado. para. abastecerse. est. cerca. de. la. ciudad. y. las. fotos. describen. bien. el. lugar. salvo. una. puerta. que. no. cerraba. bien. porque. ten. a. el. piso. levantado. todo. genial,es,Quite.nice.the.place.has.near.the.Supermarket.for.stocking up.its T.near.from.the.town.Y.the.Photos.They describe.good.the.place.except.a.door.that.no.I closed.good.because.have.to.the.floor.gotten up.everything.cool
4,10656899,77982836,2016-06-04,18095180,María," Notre. s. jour. de. 5. jours. chez. Sina. fut. parfait. L. appartement. est. joli. tr. s. spacieux. et. lumineux. vraiment. tr. s. propre. la. chambre. est. galement. tr. s. comfortable. Id. alement. situ. le. quartier. est. charmant. avec. de. belles. promenades. commerces. caf. s. et. restaurants. proximit. , La. communication. a. t. tr. s. ais. e. avec. Sina. qui. est. tr. s. sympatique. Nous. recommendons. vivement. ce. logement. toutes. les. personnes. visitant. Boston. , . , Nuestra. estancia. en. el. apartamento. de. Sina. fue. maravillosa. el. apartamento. es. grande. luminoso. y. esquisitamente. limpio. la. cama. muy. c. moda. todo. era. perfecto. Muy. bien. situado. en. un. barrio. residencial. con. mucho. encanto. con. bonitos. paseos. con. cafes. y. restaurantes. La. comunicaci. n. con. Sina. fue. muy. f. cil. es. muy. simpatico. Recomendamos. 100. este. apartamento. , . , . ",fr,"Our.s.day.of.5 days.at the house of.Sina.was.perfect.L. apartment.is.attractive.tr.s.spacious.and.luminous.really.tr.s.own.the.bedroom.is.Also.tr.s.comfortable.Id. Also.if you.the.piece.is.charming.with.of.Beautiful.Walks.businesses.Caf.s.and.Restaurants.Proximity., Communication.at.t.tr.s.AIS.e.with.Sina.Who.is.tr.s.Sympatic.We.Recommend.strongly.this.lodging.all.the.people.Visiting.Boston.,.Nuestra.Estancia.in.EL.Apartamento.of.Sina.FUE.Maravillosa.EL.Apartamento.es.big.Luminoso.y.Esquitamente.Limpio.the.it made me.Muy.vs.Moda.Todo.ERA.Perfecto.Muy.Good.Sitado.in.a.Barrio.Residency.con.Mucho.enneto.con.Bonitos.Paseos.con.Cafe.y.Restaurante.La. Comunicaci.not.con.Sina.FUE.Muy.f.eyelash.es.Muy.SIMPATICO.Recomendamos.100. Este.Apartamento.,.,."
5,3917027,30841845,2015-04-27,31603022,Elise, Tr. s. bien. plac. et. le. moins. cher. de. ce. qu. on. ait. pu. trouver. Boston. Chambre. et. sanitaires. corrects. n. anmoins. literie. peu. confortable. mais. cuisine. inutilisable. du. fait. de. l. amas. de. vaisselle. non. faite. ,fr,Tr. S.Good.Placement.and.the.less.Dear.of.this.that.we.Ait.could.find.Boston.Bedroom.and.sanitary.correct.not..bedding.little.comfortable.corn.food.unusable.from.do.of.L.AMAS.of.washing up.no.done.
6,3917027,31539334,2015-05-06,31367369,Evan, . ,zh-tw,.
7,3917027,46953109,2015-09-14,29405520,Carola, Das. Zimmer. ist. Teil. einer. Wohnung. mit. mehreren. vermieteten. Zimmern. Es. handelt. sich. um. ein. recht. gro. es. und. gut. eingerichtetes. Zimmer. Alles. ist. gut. organisiert. es. ist. kein. Problem. an. den. Schl. ssel. zu. kommen. Sauberkeit. und. Ordnung. in. K. che. und. Bad. waren. jedoch. grenzwertig. wie. in. einer. WG. die. den. Putzplan. nocht. nicht. gekl. rt. hat. Die. Lage. ist. gut. zur. U. bahn. ist. es. wie. beschrieben. sehr. nah. die. Stadtmitte. kann. in. 15. Minuten. erreicht. werden. Allerdings. liegt. das. Zimmer. an. einer. recht. lauten. Stra. e. Parken. vor. der. Haust. r. war. kein. Problem. Das. Viertel. ist. eher. rmlich. aber. irgendwie. sympathisch. ,de,The.Room.is.Part.One.Apartment.With.Multiple.rent.Room.It.acts.himself.around.one.law.Great.it.and.Well.Furnished.Room.Everything.is.Well.organized.it.is.no.Problem.on.the.Schl.SSEL.to.come.Cleanliness.and.Order.in. K. Che.and.Bath.was.However.Borderline.how.in a.WG.the.the.Cleaning plan.still.not.Kl.RT.has.The.Position.is.Well.to the.Subway.is.it.how.described.very.close.the.City center.can.in 15 minutes.achieved.will.However.located.the room.on.One.law.ring.Street.e.Park.before.the.Hours.r.was.no.Problem.The.Quarter.is.rather.Romially.but.somehow.friendly.
8,3917027,50906858,2015-10-15,44881790,Zilin, . ,zh-cn,.
9,3917027,79121960,2016-06-11,73651130,Guillermo, Muy. mala. casa. cochina,es,Very.bad.House.Cochina.
10,1510876,39811338,2015-07-26,30856547,Paco, Un. muy. buen. casero. y. mejor. cocinero. Totalmente. recomendable,es,A.very.good.home.Y.better.Cook.Completely.recommendable
11,1510876,43287690,2015-08-18,39391725,Jiawen, . ,zh-cn,.
12,8025718,49490653,2015-10-04,43324760,Iciar, El. estudio. est. en. un. sitio. privilegiado. y. es. muy. agradable. adem. s. de. dar. a. un. jard. n. precioso. Internet. funciona. estupendamente. ,es,The study.its T.in.a.site.privileged.Y.is.very.nice.In additions.from.give.to.a.gardenn.precious.Internet.it works.Great
13,8025718,78864627,2016-06-09,33586118,Carlos, Great. experience. ,ro,Great. experience.
14,3363097,81383058,2016-06-22,62781655,Jorge, muy. bien. es. muy. amable. estuvo. pendiente. todo. el. tiempo. y. muy. organizado. todas. sus. instrucciones. volveria. otra. vez,es,very.good.is.very.kind.he was.earring.everything.the.weather.Y.very.organized.all.their.instructions.I would return.other.time
15,3363097,90514658,2016-08-01,45188826,Petra, Communicatie. is. goed. en. uitgebreid. Locatie. en. appartement. meer. geschikt. voor. zakelijk. gebruik. dan. prive. vakantie. Uitzicht. rondom. parkeerplaatsen. Appartement. is. sober. ingericht. veel. spullen. van. eigenaar. aanwezig. Voorzieningen. zoals. borden. en. glazen. en. handdoeken. beperkt. ,nl,Communication.is.Good.and.Extensive.Location.and.apartment.Lake.fit.for.commercial.usage.then.privately.holidays.Prospect.All around.parking lots.Apartment.is.sober.equipped.a lot.stuff.by.owner.Present.Services.like.plates.and.Glasses.and.towels.limited.
16,4489490,63434711,2016-02-22,17397117,Etienne," Tr. s. bel. appartement. Cela. correspondait. parfaitement. la. description. Tout. s. est. bien. pass. Facile. d. acc. s. et. confortable. , L. h. te. a. t. tr. s. efficace. pour. r. pondre. une. de. mes. demandes. , Je. recommande. l. endroit. et. l. h. te. ",fr,"Tr. S.beltapartment.That.corresponded.perfectly.the.description.All.s.is.Good.Pass.Easy.d.ACC.s.and.comfortable., L. h.you.at.t.tr.s.effective.for.r.lay.a.of.my.requests., I.recommended.L.place.and.L.h.you."
